"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"30","RT synadehnugara: .Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy also","2019-06-03 16:16:42","TRUE","8","0","0","zomato","delhi",TRUE
"31","aniketj27952243 Zomato deepigoyal You ordered from a restaurant which packs food in a newspaper. Didn't you chec ","2019-06-03 16:15:58","FALSE","0","0","0","zomato","delhi",FALSE
"32","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 16:15:42","TRUE","109","0","0","zomato","delhi",TRUE
"33","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 16:14:31","TRUE","109","0","0","zomato","delhi",TRUE
"34","RT YourStoryCo: Wonderful to see what Zomato is doing here.  

Zomato ZomatoIN deepigoyal
 ","2019-06-03 16:06:22","FALSE","0","0","1","zomato","delhi",FALSE
"35","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 16:06:16","TRUE","15","0","-1","zomato","delhi",TRUE
"36","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 16:05:23","TRUE","109","0","0","zomato","delhi",TRUE
"37","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:59:55","TRUE","109","0","0","zomato","delhi",TRUE
"38","RT synadehnugara: .Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy also","2019-06-03 15:59:41","TRUE","8","0","0","zomato","delhi",TRUE
"39","Recieved food from ZomatoIN today ordered from the restaurant Le Himalaya. Though an amazing food quality I was st ","2019-06-03 15:59:10","FALSE","0","3","1","zomato","delhi",FALSE
"40","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 15:58:54","TRUE","15","0","-1","zomato","delhi",TRUE
"41","Zomato, Swiggy can't deliver food without hygiene rating: Punjab
","2019-06-03 15:57:09","FALSE","0","0","0","zomato","delhi",TRUE
"42","In India, we are funding the eater, courier and restaurant: Uber
","2019-06-03 15:57:08","FALSE","0","0","0","zomato","delhi",FALSE
"43","RT synadehnugara: .Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy also","2019-06-03 15:56:30","TRUE","8","0","0","zomato","delhi",TRUE
"44","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:55:55","TRUE","109","0","0","zomato","delhi",TRUE
"45","Wow.. Kudos to Zomato  This is something that every company needs to do... Bringing up a child is not the respons ","2019-06-03 15:52:52","FALSE","0","1","2","zomato","delhi",FALSE
"46","Zomato being run by delivery boys, TacoBell is at Ambience Mall VK and I am in VK mere 1 km and they say cannot d ","2019-06-03 15:50:52","FALSE","0","0","0","zomato","delhi",FALSE
"47","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:49:48","TRUE","109","0","0","zomato","delhi",TRUE
"48","Happy Eid-e-licious  
EID is not only about seviyan Head to our tastebaaz Outlet or order it online from zomato ","2019-06-03 15:47:51","FALSE","0","0","1","zomato","delhi",FALSE
"49","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:38:19","TRUE","109","0","0","zomato","delhi",TRUE
"50","RT aditishahsays: Men and women working at Indian food deliver app Zomato to get the same parental leave -- 26 weeks paid leave or the gov","2019-06-03 15:35:20","TRUE","2","0","0","zomato","delhi",FALSE
"51","RT BiIndia: CORRECTION | Zomato announces a 26-week paid leave for parents of all genders, sexualities  $1000 bonus per child for new pa","2019-06-03 15:35:03","TRUE","2","0","1","zomato","delhi",FALSE
"52","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:34:32","TRUE","109","0","0","zomato","delhi",TRUE
"53","OMG.  My heart  skipped a beat when I read this.  Absolutely spot on new parental leave policy announced by Zomato. ","2019-06-03 15:33:01","FALSE","1","2","0","zomato","delhi",FALSE
"54","RT BiIndia: CORRECTION | Zomato announces a 26-week paid leave for parents of all genders, sexualities  $1000 bonus per child for new pa","2019-06-03 15:32:24","TRUE","2","0","1","zomato","delhi",TRUE
"55","Food to babies, Zomato takes care of deliveries really well. 

Excellent initiative deepigoyal. ","2019-06-03 15:30:04","FALSE","0","0","2","zomato","delhi",FALSE
"56","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:29:48","TRUE","109","0","0","zomato","delhi",TRUE
"57","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:28:56","TRUE","109","0","0","zomato","delhi",TRUE
"58","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 15:28:56","TRUE","15","0","-1","zomato","delhi",TRUE
"59","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:25:26","TRUE","109","0","0","zomato","delhi",TRUE
"60","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:22:43","TRUE","109","0","0","zomato","delhi",TRUE
"61","CORRECTION | Zomato announces a 26-week paid leave for parents of all genders, sexualities  $1000 bonus per child ","2019-06-03 15:22:33","FALSE","2","1","1","zomato","delhi",FALSE
"62","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:21:40","TRUE","109","0","0","zomato","delhi",TRUE
"63","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:20:28","TRUE","109","0","0","zomato","delhi",TRUE
"64","I thought this is interesting and you should also read it.

","2019-06-03 15:20:06","FALSE","0","0","1","zomato","delhi",FALSE
"65","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:19:02","TRUE","109","0","0","zomato","delhi",TRUE
"66","Zomato announces 26-week universal parental paid leave policy that also applies to non-birthing parents, surrogacy, ","2019-06-03 15:14:49","FALSE","0","6","0","zomato","delhi",FALSE
"67","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:13:37","TRUE","109","0","0","zomato","delhi",TRUE
"68","RT FinancialXpress: Zomato introduces 26 weeks paid parental leave to all employees ","2019-06-03 15:12:27","TRUE","1","0","0","zomato","delhi",FALSE
"69","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:11:40","TRUE","109","0","0","zomato","delhi",TRUE
"70","So how many parental leaves a man should get. 
This company is providing 26 weeks. 
","2019-06-03 15:10:44","FALSE","0","0","0","zomato","delhi",FALSE
"71","Foodtech unicorn Zomato announces 26-week paid parental leave for men and women, $1,000 endowment per child ","2019-06-03 15:10:38","FALSE","2","6","0","zomato","delhi",FALSE
"72","Zomato introduces 26 weeks paid parental leave to all employees ","2019-06-03 15:05:23","FALSE","1","7","0","zomato","delhi",FALSE
"73","Not only 26-week parental leave, food delivery firm Zomato has pledged to help the families with $1,000(aprox Rs 69 ","2019-06-03 15:04:17","FALSE","1","2","0","zomato","delhi",FALSE
"74","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 15:03:21","TRUE","109","0","0","zomato","delhi",TRUE
"75","RT TheStatesmanLtd: Zomato has launched food delivery services in Silchar and Dibrugarh in Assam and Agartala in Tripura as well. z","2019-06-03 15:03:02","TRUE","1","0","1","zomato","delhi",FALSE
"76","RT ShipraaDubey: SparklinGuy I had used the 20% discount at some restaurant just because I had so many CRED points and didnt know what t","2019-06-03 15:02:58","TRUE","1","0","0","zomato","delhi",FALSE
"77","RT s__singhal: Ordered paneer and received chicken in ZomatoIN order. Called restaurant and they say it happens once in a while, Zomato c","2019-06-03 14:57:46","TRUE","13","0","0","zomato","delhi",FALSE
"78","RT duak: Makes me want to join Zomato and, well, make another baby seems the only way I will ever get 26 weeks paid leave!

On a seriou","2019-06-03 14:54:24","TRUE","1","0","1","zomato","delhi",FALSE
"79","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:54:21","TRUE","109","0","0","zomato","delhi",TRUE
"80","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 14:53:05","TRUE","15","0","-1","zomato","delhi",TRUE
"81","RT entrackr: Zomato expands food delivery biz across 300 cities: It had set a target of 500 Indian cities by October 2019
ZomatoIN deepi","2019-06-03 14:49:39","TRUE","3","0","0","zomato","delhi",FALSE
"82","Makes me want to join Zomato and, well, make another baby seems the only way I will ever get 26 weeks paid leave ","2019-06-03 14:49:37","FALSE","1","2","1","zomato","delhi",FALSE
"83","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:48:59","TRUE","109","0","0","zomato","delhi",TRUE
"84","Zomato introduces gender parity in paid parental leave. It will offer 26 weeks or more to both women and men. ","2019-06-03 14:45:26","FALSE","0","1","0","zomato","delhi",FALSE
"85","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:44:50","TRUE","109","0","0","zomato","delhi",TRUE
"86","We at Zomato have just introduced a new parental leave policy where parents are given 26 weeks of paid leaves with ","2019-06-03 14:34:07","FALSE","0","0","0","zomato","delhi",FALSE
"87","This now been 1 week and I am yet to receive the refund  zomato","2019-06-03 14:28:50","FALSE","1","0","1","zomato","delhi",FALSE
"88","Zomato introduces 26 weeks paid parental leave to all employees ","2019-06-03 14:27:40","FALSE","0","1","0","zomato","delhi",TRUE
"89","KapoorJo Because your inner sense calls for universe and universe sends zomato..","2019-06-03 14:26:53","FALSE","0","1","0","zomato","delhi",FALSE
"90","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:16:52","TRUE","109","0","0","zomato","delhi",TRUE
"91","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:07:11","TRUE","109","0","0","zomato","delhi",TRUE
"92","deepigoyal Zomato always taking wonderful initiatives to make lives better :)","2019-06-03 14:05:23","FALSE","0","0","2","zomato","delhi",FALSE
"93","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:05:03","TRUE","109","0","0","zomato","delhi",TRUE
"94","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:04:55","TRUE","109","0","0","zomato","delhi",TRUE
"95","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 14:04:18","TRUE","109","0","0","zomato","delhi",TRUE
"96","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 14:00:43","TRUE","15","0","-1","zomato","delhi",TRUE
"97","And that's how it is done! Brilliant change at Zomato. Hopefully more Indian workplaces will wake up to realising c ","2019-06-03 13:59:40","FALSE","0","1","1","zomato","delhi",FALSE
"98","Advertisement doesn't mean better service.. Instead of bombarding cities with hundreds of hoarding.   deepigoyal c ","2019-06-03 13:59:03","FALSE","0","0","1","zomato","delhi",FALSE
"99","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:56:21","TRUE","109","0","0","zomato","delhi",TRUE
"100","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:56:15","TRUE","109","0","0","zomato","delhi",TRUE
"101","Never ever going to order from ZomatoIN again Zomato ... swiggy_in is much better","2019-06-03 13:55:39","FALSE","0","0","0","zomato","delhi",FALSE
"102","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:53:40","TRUE","109","0","0","zomato","delhi",TRUE
"103","Order from Rolls Mania.
Placed on 3rd Jun at 12:13 PM.
1003739377 Zomato","2019-06-03 13:52:09","FALSE","0","0","0","zomato","delhi",FALSE
"104","zomatocare i have been cheated with your promo. I am not able to predict on the game and hence not getting cashbac ","2019-06-03 13:51:55","FALSE","0","0","-1","zomato","delhi",FALSE
"105","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:51:26","TRUE","109","0","0","zomato","delhi",TRUE
"106","Zomato ZomatoIN zomatocare is this your service seriously?? Nobody has reached out yo me yet. I can literally se ","2019-06-03 13:51:05","FALSE","0","0","0","zomato","delhi",FALSE
"107",".Zomato looks to students for next growth wave
","2019-06-03 13:49:01","FALSE","0","3","0","zomato","delhi",FALSE
"108","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:48:42","TRUE","109","0","0","zomato","delhi",TRUE
"109","zomatocare deepigoyal pankajchaddah Zomato expecting a call till now.","2019-06-03 13:46:16","FALSE","0","0","0","zomato","delhi",FALSE
"110","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:44:43","TRUE","109","0","0","zomato","delhi",TRUE
"111","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:44:16","TRUE","109","0","0","zomato","delhi",TRUE
"112","Crossing the 300-cities mark, online ordering and food delivery platform Zomato on June 3 announced its expansion ","2019-06-03 13:43:14","FALSE","0","1","0","zomato","delhi",FALSE
"113","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:41:45","TRUE","109","0","0","zomato","delhi",TRUE
"114","Culture is the most important part of startup growth curve. Super Zomato deepigoyal ","2019-06-03 13:37:23","FALSE","0","0","2","zomato","delhi",FALSE
"115","RT GabbbarSingh: TheHinduMag nathan_archana True, I have seen many kids in rural areas not eating their bland mid-day meals and ordering","2019-06-03 13:31:07","TRUE","110","0","-1","zomato","delhi",FALSE
"116","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:30:40","TRUE","109","0","0","zomato","delhi",TRUE
"117","RT synadehnugara: .Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy also","2019-06-03 13:29:05","TRUE","8","0","0","zomato","delhi",TRUE
"118","RT synadehnugara: .Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy also","2019-06-03 13:28:01","TRUE","8","0","0","zomato","delhi",TRUE
"119",".Zomato announced its new parental leave policy: 26 weeks paid leave for both male &amp; female employees. This policy ","2019-06-03 13:27:29","FALSE","8","29","0","zomato","delhi",FALSE
"120","RT ehsahil: In May, Zomato program on Hacker0x01

- 47 reports closed in May, compared to 51 in April
- Awarded $2,550 worth of bounties","2019-06-03 13:19:32","TRUE","3","0","2","zomato","delhi",FALSE
"121","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:18:11","TRUE","109","0","0","zomato","delhi",TRUE
"122","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:16:26","TRUE","109","0","0","zomato","delhi",TRUE
"123","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:14:48","TRUE","109","0","0","zomato","delhi",TRUE
"124","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:14:23","TRUE","109","0","0","zomato","delhi",TRUE
"125","Zomato ZomatoIN zomatocare pathetic service, taking online payment of other item and giving delievry of other. A ","2019-06-03 13:13:53","FALSE","0","0","-1","zomato","delhi",FALSE
"126","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 13:12:17","TRUE","15","0","-1","zomato","delhi",TRUE
"127","zomatocare deepigoyal 
Zomato Team,

How many years you would take to resolve my issue.
 These clicks are evidenc ","2019-06-03 13:10:50","FALSE","0","0","-1","zomato","delhi",FALSE
"128","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:09:45","TRUE","109","0","0","zomato","delhi",TRUE
"129","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:09:34","TRUE","109","0","0","zomato","delhi",TRUE
"130","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:07:50","TRUE","109","0","0","zomato","delhi",TRUE
"131","Zomato leading the way! Great Initiative by deepigoyal and the team of Zomato ","2019-06-03 13:07:17","FALSE","0","0","2","zomato","delhi",FALSE
"132","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:02:26","TRUE","109","0","0","zomato","delhi",TRUE
"133","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 13:00:43","TRUE","109","0","0","zomato","delhi",TRUE
"134","ETRetail | Zomato rolls out 26 weeks paternity leave ","2019-06-03 13:00:05","FALSE","0","1","0","zomato","delhi",FALSE
"135","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:57:29","TRUE","109","0","0","zomato","delhi",TRUE
"136","Zomato delivery guy before even handling food packet - ","2019-06-03 12:56:42","FALSE","0","9","0","zomato","delhi",FALSE
"137","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:55:24","TRUE","109","0","0","zomato","delhi",TRUE
"138","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:53:21","TRUE","109","0","0","zomato","delhi",TRUE
"139","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:50:21","TRUE","109","0","0","zomato","delhi",TRUE
"140","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:50:03","TRUE","109","0","0","zomato","delhi",TRUE
"141","RT durgaraghunath: We have just announced a 26 week parental leave policy for mothers and fathers. This policy also does not discriminate","2019-06-03 12:49:39","TRUE","15","0","-1","zomato","delhi",TRUE
"142","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:48:31","TRUE","109","0","0","zomato","delhi",TRUE
"143","Wow! Way to go Zomato ","2019-06-03 12:39:16","FALSE","0","0","1","zomato","delhi",FALSE
"144","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:38:20","TRUE","109","0","0","zomato","delhi",TRUE
"145","Zomato claims food delivery biz across 300 cities; Swiggy formally launches Daily ","2019-06-03 12:38:10","FALSE","0","0","0","zomato","delhi",FALSE
"146","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:34:46","TRUE","109","0","0","zomato","delhi",TRUE
"147","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:28:00","TRUE","109","0","0","zomato","delhi",TRUE
"148","RT aditishahsays: Men and women working at Indian food deliver app Zomato to get the same parental leave -- 26 weeks paid leave or the gov","2019-06-03 12:24:19","TRUE","2","0","0","zomato","delhi",TRUE
"149","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:23:45","TRUE","109","0","0","zomato","delhi",TRUE
"150","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:22:13","TRUE","109","0","0","zomato","delhi",TRUE
"151","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:20:49","TRUE","109","0","0","zomato","delhi",TRUE
"152","RT GabbbarSingh: TheHinduMag nathan_archana True, I have seen many kids in rural areas not eating their bland mid-day meals and ordering","2019-06-03 12:19:29","TRUE","110","0","-1","zomato","delhi",TRUE
"153","RT deepigoyal: Those who deliver food at your doorsteps are more than just delivery partners: they are exactly like the rest of us with as","2019-06-03 12:13:09","TRUE","196","0","1","zomato","delhi",FALSE
"154","Men and women working at Indian food deliver app Zomato to get the same parental leave -- 26 weeks paid leave or th ","2019-06-03 12:12:07","FALSE","2","2","0","zomato","delhi",FALSE
"155","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:11:29","TRUE","109","0","0","zomato","delhi",TRUE
"156","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:10:53","TRUE","109","0","0","zomato","delhi",TRUE
"157","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:10:27","TRUE","109","0","0","zomato","delhi",TRUE
"158","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:10:08","TRUE","109","0","0","zomato","delhi",TRUE
"159","This is fantastic. Respect deepigoyal and Zomato ","2019-06-03 12:10:07","FALSE","0","0","2","zomato","delhi",FALSE
"160","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:09:53","TRUE","109","0","0","zomato","delhi",TRUE
"161","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:08:47","TRUE","109","0","0","zomato","delhi",TRUE
"162","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:08:05","TRUE","109","0","0","zomato","delhi",TRUE
"163","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:08:03","TRUE","109","0","0","zomato","delhi",TRUE
"164","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:07:52","TRUE","109","0","0","zomato","delhi",TRUE
"165","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:07:47","TRUE","109","0","0","zomato","delhi",TRUE
"166","RT ehsahil: In May, Zomato program on Hacker0x01

- 47 reports closed in May, compared to 51 in April
- Awarded $2,550 worth of bounties","2019-06-03 12:06:08","TRUE","3","0","2","zomato","delhi",TRUE
"167","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:04:47","TRUE","109","0","0","zomato","delhi",TRUE
"168","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:04:43","TRUE","109","0","0","zomato","delhi",TRUE
"169","RT deepigoyal: We firmly believe that young parents should be able to make a choice of how to care for their children. So, today, we are i","2019-06-03 12:04:28","TRUE","109","0","0","zomato","delhi",TRUE
