"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"39","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 14:36:07","TRUE","28","0","1","zomato","banglore",TRUE
"40","RT beastoftraal: Zomato's new parental leave policy is a stupendous win. Very wellplayed. Hope other organizations are forced to follow","2019-06-03 14:32:04","TRUE","12","0","2","zomato","banglore",TRUE
"41","This is awesome. Good on ya, deepigoyal and Zomato ","2019-06-03 14:31:08","FALSE","0","0","2","zomato","banglore",FALSE
"42","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 14:27:09","TRUE","28","0","1","zomato","banglore",TRUE
"43","RT beastoftraal: Zomato's new parental leave policy is a stupendous win. Very wellplayed. Hope other organizations are forced to follow","2019-06-03 14:24:22","TRUE","12","0","2","zomato","banglore",TRUE
"44","Zomato's new parental leave policy is a stupendous win. Very wellplayed. Hope other organizations are forced to f ","2019-06-03 14:23:41","FALSE","12","38","2","zomato","banglore",FALSE
"45","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 14:06:51","TRUE","28","0","1","zomato","banglore",TRUE
"46","zomatocare Your team said that Contact to bank,bank executive said that Contact to Zomato... Then how I get my ref ","2019-06-03 14:05:17","FALSE","0","1","0","zomato","banglore",FALSE
"47","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 14:02:21","TRUE","47","0","0","zomato","banglore",TRUE
"48","What the hell going on you ? Zomato ... My balance was deducted twice for one order on 24th may ... Still I am not ","2019-06-03 13:57:39","FALSE","0","3","-1","zomato","banglore",FALSE
"49","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 13:43:56","TRUE","47","0","0","zomato","banglore",TRUE
"50","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 13:37:20","TRUE","47","0","0","zomato","banglore",TRUE
"51","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 13:29:48","TRUE","47","0","0","zomato","banglore",TRUE
"52","Great to see this deepigoyal. More power to you and the Zomato team. ","2019-06-03 13:26:33","FALSE","0","0","1","zomato","banglore",FALSE
"53","Zomato forgot to add you guys in tweet.","2019-06-03 13:15:53","FALSE","0","2","0","zomato","banglore",FALSE
"54","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 13:10:37","TRUE","47","0","0","zomato","banglore",TRUE
"55","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 13:08:45","TRUE","47","0","0","zomato","banglore",TRUE
"56","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 13:07:12","TRUE","28","0","1","zomato","banglore",TRUE
"57","How Swiggy cheats you!  Same food is being charged almost 100 bucks more!  The one on your right is Swiggy,. ","2019-06-03 13:05:26","FALSE","1","2","0","zomato","banglore",FALSE
"58","Incredible, Zomato ! Hope this inspires others ","2019-06-03 13:03:40","FALSE","0","2","1","zomato","banglore",FALSE
"59","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 13:02:29","TRUE","28","0","1","zomato","banglore",TRUE
"60","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:59:05","TRUE","47","0","0","zomato","banglore",TRUE
"61","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:56:23","TRUE","47","0","0","zomato","banglore",TRUE
"62","Classy from Zomato ","2019-06-03 12:54:39","FALSE","0","1","1","zomato","banglore",FALSE
"63","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:53:36","TRUE","47","0","0","zomato","banglore",TRUE
"64","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:51:54","TRUE","28","0","1","zomato","banglore",TRUE
"65","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:51:48","TRUE","47","0","0","zomato","banglore",TRUE
"66","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:51:16","TRUE","47","0","0","zomato","banglore",TRUE
"67","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:46:37","TRUE","47","0","0","zomato","banglore",TRUE
"68","Kudos to Zomato &amp; deepigoyal for this ","2019-06-03 12:44:23","FALSE","0","1","1","zomato","banglore",FALSE
"69","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:44:17","TRUE","47","0","0","zomato","banglore",TRUE
"70","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:43:59","TRUE","47","0","0","zomato","banglore",TRUE
"71","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:41:37","TRUE","47","0","0","zomato","banglore",TRUE
"72","RT dhanyarajendran: Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:40:54","TRUE","47","0","0","zomato","banglore",TRUE
"73","Zomato announces 26 weeks paid parental leave for men and women ","2019-06-03 12:39:53","FALSE","47","183","0","zomato","banglore",FALSE
"74","Zomato Stats 1.8 lakhs Delivery Partners,52 Percents aspire to own car ,15 percent for education,16 percent to own ","2019-06-03 12:18:25","FALSE","0","0","1","zomato","banglore",FALSE
"75","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:15:01","TRUE","28","0","1","zomato","banglore",TRUE
"76","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:14:38","TRUE","28","0","1","zomato","banglore",TRUE
"77","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:13:01","TRUE","28","0","1","zomato","banglore",TRUE
"78","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:12:38","TRUE","28","0","1","zomato","banglore",TRUE
"79","Woah! Bravo! Well done Zomato. ","2019-06-03 12:12:03","FALSE","0","0","2","zomato","banglore",FALSE
"80","ZomatoIN  Thanks for the free AmazonEchoIndia Echo Dot as a part of your referral program.

It's good to see orga ","2019-06-03 12:10:50","FALSE","0","1","2","zomato","banglore",FALSE
"81","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 12:07:48","TRUE","28","0","1","zomato","banglore",TRUE
"82","Zomato has introduced a 6 month parental leave policy for men and women employees, and announced it on Twitter.

Ar ","2019-06-03 12:06:58","FALSE","0","2","0","zomato","banglore",FALSE
"83","akm1410 Now imagine both husband and wife are working with Zomato :)","2019-06-03 12:05:59","FALSE","0","3","0","zomato","banglore",FALSE
"84","blitzkreigm Zomato Most of the Axis and Reliance MFs have significant exposure to InfoEdge !","2019-06-03 12:03:13","FALSE","0","0","1","zomato","banglore",FALSE
"85","This is brilliant Zomato! ","2019-06-03 12:03:09","FALSE","0","0","1","zomato","banglore",FALSE
"86","Whattey wow Zomato  :) Amazing gesture and news ","2019-06-03 11:58:58","FALSE","0","2","2","zomato","banglore",FALSE
"87","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 11:56:36","TRUE","28","0","1","zomato","banglore",TRUE
"88","RT chandrarsrikant: Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 11:51:01","TRUE","28","0","1","zomato","banglore",TRUE
"89","uniquekrishna guptanagu8 Nellore lo already unay swiggy and zomato. Masthu offers","2019-06-03 11:41:25","FALSE","0","0","0","zomato","banglore",FALSE
"90","Outstanding. Zomato announces 26 weeks paid parental leave for men and women. ","2019-06-03 11:37:13","FALSE","28","127","1","zomato","banglore",FALSE
"91","zomatocare Zomato jagograhakjago ConsumrConxion consaff .. Contd
But they doesn't seem to care this customer. ","2019-06-03 10:56:43","FALSE","0","0","0","zomato","banglore",FALSE
"92","zomatocare Zomato jagograhakjago ConsumrConxion consaff Once they tweeted in other thread that they mailed. Bu ","2019-06-03 10:56:11","FALSE","0","0","0","zomato","banglore",FALSE
"93","zomatocare Zomato jagograhakjago ConsumrConxion consaff ...Contd
We requested the Zomato customer care many ti ","2019-06-03 10:55:40","FALSE","0","0","0","zomato","banglore",FALSE
"94","zomatocare Zomato jagograhakjago ConsumrConxion consaff ...Contd
But it was switched off. The delivery boy cam ","2019-06-03 10:54:38","FALSE","0","0","0","zomato","banglore",FALSE
"95","deepigoyal vijayshekhar Zomato No. Possible security risk. Deepinder there have been nasty instances with delive ","2019-06-03 10:41:43","FALSE","0","0","-3","zomato","banglore",FALSE
"96","I reviewed The Red Box and rated it 1/5 on ZomatoIN LoveFood ","2019-06-03 09:01:00","FALSE","0","0","0","zomato","banglore",FALSE
"97","It now has over 3,000 enterprise customers and handles close to 3 billion messaging notifications per month. 

","2019-06-03 09:00:00","FALSE","0","0","0","zomato","banglore",FALSE
"98","GabbbarSingh TheHinduMag nathan_archana Kids ordering from Zomato?","2019-06-03 08:57:45","FALSE","0","0","0","zomato","banglore",FALSE
"99","teasri your transport to restaurant is replaced by Zomato guy's transport to your home. I'd imagine spends for eat ","2019-06-03 08:27:15","FALSE","0","0","0","zomato","banglore",FALSE
"100","Prince97997752 ZomatoIN zomatocare Zomato My issue was resolved, got a call back from Zomato.","2019-06-03 08:15:23","FALSE","0","0","-1","zomato","banglore",FALSE
"101","SinghSimaranjit Zomato swiggy_in UberEats We appreciate your thoughtfulness and applaud your compassion. Someti ","2019-06-03 06:41:43","FALSE","0","0","4","zomato","banglore",FALSE
"102","Yo ZomatoIN Zomato deepigoyal sweet of you to send these over. 

But what happened to the investigation? 

Did y ","2019-06-03 05:55:32","FALSE","0","0","1","zomato","banglore",FALSE
"103","zomatocare ZomatoIN Zomato atleast put your stickers and tapes when you deliver or provide tapes to the restaura ","2019-06-03 05:53:33","FALSE","0","0","0","zomato","banglore",FALSE
"104","ninadk26 Hi Ninad, could you also please DM us about your experience with Zomato so we can share the same with them?","2019-06-03 05:35:15","FALSE","0","0","0","zomato","banglore",FALSE
"105","Zomato firangibake still waiting for an order that I placed yday night. A response would be appropriated. Trier t ","2019-06-03 04:18:31","FALSE","0","0","0","zomato","banglore",FALSE
"106","shivaniasrani Zomato swiggy_in Yes !!! Say no to UberEats_IND Uber_Support","2019-06-03 03:34:34","FALSE","0","0","-1","zomato","banglore",FALSE
"107","ZomatoIN zomatocare After your response for my tweet I gave my immediate reply as requested by you, the order num ","2019-06-02 22:15:20","FALSE","0","0","0","zomato","banglore",FALSE
"108","ZomatoIN 3/3 zomato credits and the remaining amount you are crediting to bank... What is this... Shall I pay as 2 ","2019-06-02 19:42:58","FALSE","0","0","0","zomato","banglore",FALSE
"109","ZomatoIN 2/3 I'm paying all the amount by card but you are rejecting the order for some technical issues whatever ","2019-06-02 19:41:59","FALSE","0","0","-2","zomato","banglore",FALSE
"110","ZomatoIN Hereafter I'll not order any food through card and I'm going to uninstall the zomato... Since I'm facing ","2019-06-02 19:40:43","FALSE","0","0","0","zomato","banglore",FALSE
"111","Zomato zomatocare  very pathetic. Order almost n hour ago and now they call and tell  "" sorry KFC closed. But we ","2019-06-02 18:16:46","FALSE","0","0","-2","zomato","banglore",FALSE
"112","zomatocare i ordered paneer tikka mac n cheese pasta but restaurant gave me simple veg pizza instead...now trying ","2019-06-02 17:25:25","FALSE","0","0","0","zomato","banglore",FALSE
"113","ZomatoIN i ordered paneer tikka mac n cheese pasta but restaurant gave me simple veg pizza instead...now trying to ","2019-06-02 17:15:56","FALSE","0","0","0","zomato","banglore",FALSE
"114","zomatocare Zomato does this anyway looks like schezwan noodle? I ordered schezwan noodles and I got boiled noodle ","2019-06-02 16:46:03","FALSE","0","0","1","zomato","banglore",FALSE
"115","Dear swiggy_in,
Could u plz imprve ur service abt delivery at specific location. I was using regular service frm u ","2019-06-02 16:08:17","FALSE","1","2","0","zomato","banglore",FALSE
"116","Zomato ZomatoIN zomatocare after one hour of placing the order, its still in kitchen. And support team asks me ","2019-06-02 15:44:52","FALSE","0","0","1","zomato","banglore",FALSE
"117","zomatocare vijayshekhar Zomato zomatocare I was trying to appreciate you and criticize Paytmcare for their awful service.","2019-06-02 14:47:10","FALSE","0","0","-1","zomato","banglore",FALSE
"118","vijayshekhar And I will give you a tip if your customer care would resolve my issue and return my money which ","2019-06-02 14:18:25","FALSE","1","0","-1","zomato","banglore",FALSE
"119","Just had a chat with a Zomato executive regarding the concept of 100% safely sealed bags introduced by ZomatoIN
T ","2019-06-02 13:45:41","FALSE","0","1","1","zomato","banglore",FALSE
"120","Get Hygiene Ratings Or Close Shop: Punjab Govt Tells Zomato, Swiggy And Other Online Food Delivery Services ","2019-06-02 13:24:26","FALSE","0","0","0","zomato","banglore",FALSE
"121","anjalihegde Yaavano_Obba He has Zomato Gold now. So","2019-06-02 13:23:39","FALSE","0","1","1","zomato","banglore",FALSE
"122","Went out to the club and later for an icecream last night .One hour was lost waiting for  food to arrive. Have a fe ","2019-06-02 13:23:11","FALSE","0","0","-1","zomato","banglore",FALSE
"123","nostalgic_brat Zomato Oh,66 tax for 95 order,great money loot service by zomato!","2019-06-02 13:10:40","FALSE","0","0","-1","zomato","banglore",FALSE
"124","Got this awesome themancompany combo for free using CRED points. Download app using the below link and make your c ","2019-06-02 11:25:35","FALSE","0","2","2","zomato","banglore",FALSE
"125","zomatocare Zomato BOX8_in Any action taken yet or your concern was just for avoiding public embarrassment and no ","2019-06-02 10:59:31","FALSE","0","0","-3","zomato","banglore",FALSE
"126","chandrarsrikant Ask Zomato to fund for eggs . they are a big Akshaya patra Donor","2019-06-02 10:55:58","FALSE","0","5","0","zomato","banglore",FALSE
"127","Prince97997752 ZomatoIN zomatocare Zomato My dad insisted on cash on delivery. I look like a fool infront of him now ","2019-06-02 10:37:13","FALSE","0","0","0","zomato","banglore",FALSE
"128","zomatocare I don't feel safe paying online to Zomato :) ","2019-06-02 10:35:41","FALSE","0","0","1","zomato","banglore",FALSE
"129","TheHinduMag nathan_archana So dr ""Sylvia"" Karpagam is the ""voice"" for poor children..So if she closes down APF fo ","2019-06-02 10:34:09","FALSE","0","0","-1","zomato","banglore",FALSE
"130","With Zomato  and swiggy_in  every Indian is a Shah Jahan. foodietribe cuisine ","2019-06-02 10:32:41","FALSE","0","0","0","zomato","banglore",FALSE
"131","Prince97997752 ZomatoIN zomatocare Zomato 142rs cancellation charge for an order worth of 145rs","2019-06-02 10:31:59","FALSE","0","0","1","zomato","banglore",FALSE
"132","Prince97997752 ZomatoIN zomatocare Zomato Same issue with me as well.","2019-06-02 10:31:41","FALSE","0","0","0","zomato","banglore",FALSE
"133","you have been referred to CRED, an app for India's creditworthy. make your credit card bill payment and win rewards ","2019-06-02 09:46:18","FALSE","0","0","1","zomato","banglore",FALSE
"134","zomatocare Zomato ZomatoIN Receiving phone calls at midnight is not my idea of being reached out to either. The phone number works.","2019-06-02 08:08:07","FALSE","0","0","1","zomato","banglore",FALSE
"135","zomatocare Zomato ZomatoIN ...and I still want to know if you gave this feedback to the restaurant after your ch ","2019-06-02 07:54:06","FALSE","0","0","0","zomato","banglore",FALSE
"136","NeptunesMonster Swiggy or Zomato baba plz eat its bloody 1 already","2019-06-02 07:39:03","FALSE","0","1","-1","zomato","banglore",FALSE
"137","zomatocare ZomatoIN Zomato please reach me on 9918441165 for any information and help me to get resolved asap","2019-06-02 07:32:15","FALSE","0","0","0","zomato","banglore",FALSE
"138","zomatocare ZomatoIN Zomato Hi Team, i ordered Fish biryani from zomato and same was declined due to requested or ","2019-06-02 07:30:12","FALSE","0","0","0","zomato","banglore",FALSE
"139","Isckon presented their thoughts on the Adverse Cultural Impacts on Family and Youth. Among the key issues they high ","2019-06-02 07:12:18","FALSE","0","6","-2","zomato","banglore",FALSE
"140","myGate_in how do u get info from my Zomato app that the delivery is expected?","2019-06-02 07:01:42","FALSE","0","0","0","zomato","banglore",FALSE
"141","zomatocare Zomato jagograhakjago ConsumrConxion consaff 
Sir, on 17th May 2019, my friend ordered some food it ","2019-06-02 06:47:47","FALSE","0","0","0","zomato","banglore",FALSE
"142","BabulalChandak isahilkakkar SwiggyCares jaagograhak WeAreSwiggy swiggy_in BandBajaateRaho Zomato UberEats ","2019-06-02 05:52:45","FALSE","1","1","0","zomato","banglore",FALSE
"143","zomatocare Zomato ZomatoIN 
Zomato , Your customer care is pathetic. I am trying to call you from yesterday nigh ","2019-06-02 04:12:08","FALSE","0","0","-1","zomato","banglore",FALSE
"144","RT srikkanthdTOI: Chennai City Police book 616 cases of traffic violations against food delivery agents of Swiggy, Zomato, Uber Eats.  Pol","2019-06-02 02:49:24","TRUE","6","0","0","zomato","banglore",FALSE
"145","zomatocare Zomato ZomatoIN So you want me to rate an order that was never delivered, food thats still being pre ","2019-06-01 23:04:44","FALSE","0","0","-1","zomato","banglore",FALSE
"146","zomatocare So it takes 1 hour 30 mins long wait time, Several messages &amp; a Tweet to get your attention? Well done ","2019-06-01 21:37:55","FALSE","0","0","1","zomato","banglore",FALSE
"147","worstcustomerservice delivered by ZomatoIN.. Zomato order no 1386216264 from MidnightMania takes forever to get ","2019-06-01 21:26:05","FALSE","0","0","-1","zomato","banglore",FALSE
"148","Prashhpandit01 Zomato ZomatoIN zomatocare Clear case of delivery boy eating the food . Zomato wont take any ac ","2019-06-01 19:53:15","FALSE","0","1","1","zomato","banglore",FALSE
"149","Rohitownworld zomatocare ZomatoIN This is how Zomato earns money . But not giving refunds even when its clearly ","2019-06-01 19:19:11","FALSE","0","0","1","zomato","banglore",FALSE
"150","Bonjugal zomatocare Zomato Got it :D","2019-06-01 19:00:47","FALSE","0","0","0","zomato","banglore",FALSE
"151","What the f*** is wrong with Zomato ??? ","2019-06-01 18:27:12","FALSE","0","1","-1","zomato","banglore",FALSE
"152","zomatocare hi u don't refund my many in my cancel order i complined for customer care but not respond ...
I don't ","2019-06-01 17:47:13","FALSE","0","0","1","zomato","banglore",FALSE
"153","Yaavano_Obba Jaathre How literally?
He gave his zomato gold to you or what? ","2019-06-01 17:42:16","FALSE","0","0","1","zomato","banglore",FALSE
"154","zomatocare ZomatoIN Zomato I am sure u have no intention to reply. U want customer to go hungry and sleep empty stomach.","2019-06-01 17:38:54","FALSE","0","0","-1","zomato","banglore",FALSE
"155","RT dotmanish: Hey Zomato ZomatoIN is this the new cashback-in-the-box? Just got this delivered 5 mins ago. ","2019-06-01 17:34:17","TRUE","1","0","0","zomato","banglore",FALSE
"156","zomatocare Zomato ZomatoIN Order 1441457576","2019-06-01 17:26:10","FALSE","0","0","0","zomato","banglore",FALSE
"157","dominos_india All the required details are mentione din my tweet! I cant go around filling your forms, so you can ","2019-06-01 17:25:47","FALSE","0","0","-1","zomato","banglore",FALSE
"158","Hey Zomato ZomatoIN is this the new cashback-in-the-box? Just got this delivered 5 mins ago. ","2019-06-01 17:20:01","FALSE","1","6","0","zomato","banglore",FALSE
"159","ZomatoIN Zomato Guys worst service ever. See the expected Delivery time and it's still not out of the restaurant ","2019-06-01 17:14:12","FALSE","0","0","-1","zomato","banglore",FALSE
"160","SrinathKIn Zomato This guy must be in big trouble ","2019-06-01 17:08:38","FALSE","0","0","-1","zomato","banglore",FALSE
"161","zomatocare Zomato Here you go.. ","2019-06-01 16:44:58","FALSE","0","0","0","zomato","banglore",FALSE
"162","ZomatoIN I got confirmation on my order, than Zomato called me about unavailability of the item, and asked me to c ","2019-06-01 16:43:12","FALSE","0","0","0","zomato","banglore",FALSE
"163","BOX8_in got a call from cc after an hour of order that due to no power in area order has been cancelled , even the ","2019-06-01 16:40:22","FALSE","0","0","-2","zomato","banglore",FALSE
"164","sajithpai SeekingN0rth sajithpai Then essentially they are transitioning into a delivery as a service company ri ","2019-06-01 16:35:39","FALSE","0","1","0","zomato","banglore",FALSE
"165","zomatocare Zomato I'm still waiting for your call!","2019-06-01 16:00:58","FALSE","0","0","0","zomato","banglore",FALSE
"166","zomatocare Zomato ZomatoIN R u willing to resolve or just u will copy paste this format?","2019-06-01 15:54:38","FALSE","0","0","1","zomato","banglore",FALSE
"167","ragingdas Zomato Now a days zomato is serving order from street side vendor and giving very poor  quality food. I ","2019-06-01 15:36:52","FALSE","0","0","-1","zomato","banglore",FALSE
"168","ZomatoIN zomatocare Zomato Worst ordering experience. Drunk delivery person. Unresponsive customer care executiv ","2019-06-01 15:34:20","FALSE","0","0","-3","zomato","banglore",FALSE
"169","Really a bad service as they never give a resolution n no response to ur tweet if u retweet for ur issue. I will as ","2019-06-01 15:31:45","FALSE","0","0","-4","zomato","banglore",FALSE
"170","Zomato 
1350681577
Please call me ASAP!","2019-06-01 15:16:46","FALSE","0","0","0","zomato","banglore",FALSE
"171","tejasvgupta1 zomatocare ZomatoIN Zomato swiggy_in You r right. We should go for swiggy only.","2019-06-01 15:14:11","FALSE","0","0","1","zomato","banglore",FALSE
"172","astha_koul Zomato ZomatoIN Yes you are correct. I too reported yesterday in chat and here but they just for form ","2019-06-01 15:11:00","FALSE","0","0","1","zomato","banglore",FALSE
"173","Yesterday Zomato guys called me for order issues and then disconnected in between n got a mail. After that i replie ","2019-06-01 15:08:33","FALSE","0","0","-1","zomato","banglore",FALSE
"174","iamruchir zomatocare Zomato ZomatoIN JagoGrahakJago_ Serious issue with Zomato it seems, they should promptly solve this issue.","2019-06-01 15:06:42","FALSE","0","1","-1","zomato","banglore",FALSE
